title,mediaType,eps,duration,ongoing,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes
Durarara!! X2,TV,12,,No,Winter,"Half a year after the turmoil that rocked the entire city of Ikebukuro— Peace has once again returned to the city and people are living each day normally. The high school students enjoy their days of youth as the strongest and most dangerous man of Ikebukuro works diligently. The informant plots a new scheme and the headless rider is pursued by the cops as she rides through the night… But soon this normal will be cut short by the abnormal. Slowly but surely, the unknown will seize the city and face an all new storm.",['Shuka'],"['Action', 'Comedy', 'Gangs', 'Noir', 'Social Media', 'Supernatural', 'Based on a Light Novel']",['Violence'],16974,1972,8191,467,4.353,12961
Yowamushi Pedal: Grande Road,TV,24,,No,Fall,Second season of Yowamushi Pedal.,['TMS Entertainment'],"['Shounen', 'Sports', 'Cycling', 'Racing', 'School Club', 'School Life', 'Tournaments', 'Based on a Manga']",[],5258,700,1440,154,4.353,4077
Noragami,TV,12,,No,Winter,"Yato, the supposed God of Calamity, is so far down on the Shinto totem pole that he doesn't even have any followers or a shrine to call his own and has to do odd jobs to make ends meet. Worst of all, his aloof and somewhat goofy personality has just cost him his newest partner and best holy weapon. When the down-on-his-luck Yato is saved by an unfortunate soul called Hiyori, he's forced to take on a brand new job - to turn her back into a human and fix her supernatural out-of-body experiences! Can Yato, a Regalia-less, miserly minor god, even attempt such a tall order? And is there more to him than his ridiculousness lets on?",['Bones'],"['Action', 'Comedy', 'Drama', 'Shounen', 'Ghosts', 'Gods', 'Japanese Mythology', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga']",['Violence'],62772,4163,14854,1439,4.353,46509
Full Metal Panic! The Second Raid,TV,13,,No,Summer,"Half a year has passed since Sousuke Sagara took up the job of protecting Kaname Chidori and has started living like a normal teenager for the first time. A former child soldier, his view on the perils of everyday life is highly unconventional and in frequent need of violent adjustment; Kaname can only hope her endless assault will eventually get him used to normal life. But a shadow looms over their happy days as Sousuke's employer, the private army called Mithril, is attacked by a new unknown enemy. Suddenly outgunned, can Mithril afford to keep one of their best playing around?",['Kyoto Animation'],"['Action', 'Comedy', 'Mecha', 'Sci Fi', 'Shounen', 'Military', 'Real Robot', 'Tsundere', 'Based on a Light Novel']",['Violence'],34267,777,7707,341,4.352,23407
Nisemonogatari,TV,11,,No,Winter,"With Oshino gone and school out for summer, Araragi heads into the break hoping to spend his time relaxing, working on his classwork with Hanekawa, hanging out with his girlfriend Senjogahara, and maybe even finding a little time to molest Hachikuji as he wanders the streets. But when his sisters get tangled up in investigating a ring of curses circulating their middle school, the boy finds himself once again involved with strange characters and unexplained oddities. With only his vampiric mistress Shinobu for help, will Koyomi Araragi be able to solve the strange mystery uncovered by his ""Fire Sisters""?",['Shaft'],"['Comedy', 'Ecchi', 'Siblings', 'Supernatural', 'Tsundere', 'Based on a Light Novel']",[],21257,1259,6974,404,4.352,16530
Junjou Romantica 2,TV,12,,No,Fall,"Misaki has made his way to attending a university, and continues to live with distinguished author Akihiko – a man who is persistent as ever in pursuing a relationship with Misaki. However, with Akihiko's editor insisting that Misaki keeps his distance to avoid scandals and Misaki’s stubbornness in full force, it’s difficult for the boy to admit his feelings to his benefactor. As if things couldn't be more complicated, the arrival of Haruhiko, Akihiko’s brother, throws yet another wrench in the gears. With Haruhiko now showering Misaki with gifts and Misaki's indecision on the rise, will Akihiko and Misaki finally see their relationship to flourish?",['Studio Deen'],"['BL', 'Comedy', 'Drama', 'Romance', 'Shounen-ai', 'Age Gap', 'Cohabitation', 'LGBT Themes', 'Romantic Comedy', 'Writers', 'Yaoi Hand Syndrome', 'Based on a Manga']",['Sexual Content'],17620,790,3355,221,4.352,11843
My Next Life as a Villainess: All Routes Lead to Doom!,TV,11,,Yes,Spring,"Wealthy heiress Katarina Claes is hit in the head with a rock and recovers the memories of her past life. It turns out the world she lives in is the world of the game Fortune Lover, an otome game she was obsessed with in her past life... but she's been cast as the villain character who tries to foil the protagonist's romances! The best ending the game has for Katarina is exile, and the worst, death! She'll have to find a way to avoid triggering the flags of doom, and make her own happy future! The misunderstanding-based screwball love comedy now begins!",['SILVER LINK'],"['Comedy', 'Fantasy', 'Reverse Harem', 'Romance', 'Isekai', 'Magic', 'Person in a Strange World', 'Reincarnation', 'Based on a Light Novel']",[],,5971,4107,144,4.348,2126
Quan Zhi Gao Shou,TV,12,,No,Spring,"In the multiplayer online game Glory, Ye Xiu, is well known as the Textbook level expert and a top-tier player. Due to a series of circumstances, he was forcefully expelled out of his professional team. After leaving the pro gaming scene, he resides at an Internet Café employed as one of the managers. When Glory launches the tenth server, he throws himself into the game once more, equipped with ten years of gaming experience, memories of the past and an incomplete self-made weapon. His journey back to the top begins. After plotting and scheming, who took away my glory? Under the influence of the storm, my hopes will never be shattered. In its magnificence, the path will not be lost, for I, will return!",['G.CMay Animation & Film'],"['Action', 'Drama', 'Chinese Animation', 'MMORPG', 'RPG', 'Tournaments', 'Based on a Novel']",[],11110,1800,5771,569,4.349,8723
A Certain Scientific Railgun S,TV,24,,No,Spring,"Something sinister is growing in Academy City. The shadows are filled with whispers of a project to clone one of the super-powered students known as espers. High-ranking master of electricity Mikoto Misaka laughs off these stories until she comes face to face with a copy of herself. The duplicates are real, and are being mass-produced from Misaka's DNA, making each one of them a little piece of her. These clones - her sisters - are being systematically murdered in a series of experiments designed to turn a sadistic killer into the strongest esper in history. Misaka vows to save her copies and destroy the project, but this might be one fight she can't win alone.",['J.C. Staff'],"['Action', 'Sci Fi', 'Elemental Powers', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Manga']",[],11636,1334,5343,292,4.35,8929
Darker than Black,TV,25,,No,Spring,"A giant wall looms over Tokyo, shielding the city from a dangerous otherworld called the 'Hell's Gate'. Within the city, things are no less terrifying because Contractors, psychopathic killers with phenomenal powers, have started to appear. These killers are compelled to pay a price every time they use their powers, often in the form of a meaningless or painful task. As their deadly habits rack up a gruesome death toll, Kirihara Misaki and her team from the Foreign Affairs Public Security struggle to solve the cases and bring the Contractors under control. Their task is further confounded by the interference of a masked individual they title Messier Code BK201, a man with abilities that allow him to fight and defeat the Contractors. Who is this BK201? How can the Contractors be stopped permanently? And what does the appearance of the Hell's Gate mean for the people of Tokyo?",['Bones'],"['Action', 'Sci Fi', 'Noir', 'Superpowers', 'Original Work']",['Violence'],54359,4507,21729,2611,4.349,43455
Wotakoi: Love is Hard for Otaku,TV,11,,No,Spring,"Narumi Momose has had it rough: every boyfriend she’s had dumped her once they found out she was an otaku, so she’s gone to great lengths to hide it. When a chance meeting at her new job with childhood friend, fellow otaku, and now coworker Hirotaka Nifuji almost gets her secret outed at work, she comes up with a plan to make sure he never speaks up. But he comes up with a counter-proposal: why doesn’t she just date him instead? In love, there are no save points.",['A-1 Pictures'],"['Comedy', 'Romance', 'Adult Couples', 'Childhood Friends', 'Coworkers', 'Fujoshi', 'Mature Romance', 'noitaminA', 'Otaku Culture', 'Salaryman', 'Work Life', 'Based on a Manga']",[],12334,2270,7051,481,4.349,9636
Food Wars! The Fourth Plate,TV,12,,No,Fall,"Yukihira Soma was sharpening his cooking skills while working at his family's restaurant, Yukihira Diner and entered the super-elite cooking school, Totsuki Teahouse Culinary Academy. While at the school, Soma encountered various other chefs and continued to grow, but things changed drastically as soon as Nakiri Azami took over as the school's new director. He establishes Central, and the students become unable to cook freely anymore. Soma and his friends decide to fight back against how Central is handling things, which turns them into rebels.",['J.C. Staff'],"['Comedy', 'Ecchi', 'Shounen', 'Cooking', 'Culinary School', 'Food and Beverage', 'Tournaments', 'Based on a Manga']",[],7158,2195,4364,121,4.35,5093
ReLIFE,Web,13,24,No,Summer,"Arata Kaizaki (27) quit the job he landed after graduation in only three months. His life did not go well after that. Now his parents are threatening to stop sending money, and want him to come back to the country. He has no friend or girlfriend to share his troubles with...as he hits rock bottom a strange man named Ryo Yoake appears. Yoake invites Kaizaki to join a societal rehabilitation program for NEETs called ReLife. This program uses a mysterious drug to make him look younger, and sends him back to high school for a year...","['TMS Entertainment', 'Double Eagle']","['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life', 'Age Transformation', 'NEET', 'Psychological', 'School Life', 'Based on a Manga']",[],22138,2111,9069,754,4.35,16938
Detective Conan Movie 18: The Sniper From Another Dimension,Movie,1,110,No,,"A vicious sniper has appeared in Tokyo, rendering the people too scared to go outside, once again it's up to Conan to figure out the meaning behind the killings and capture the mysterious sniper before more lives are lost.",['TMS Entertainment'],"['Action', 'Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Based on a Manga']",[],2236,24,941,15,4.347,1292
Hi Score Girl: Extra Stage,OVA,3,25,No,,"Stranded out late with Akira, Haruo asks his mother to help him find a place to stay. Hidaka visits Haruo's house to lend him her PlayStation console.",['Shogakukan Music & Digital Entertainment'],"['Comedy', 'Seinen', 'Historical', 'Video Game Industry', 'Based on a Manga', 'CG Animation']",[],1477,40,510,14,4.346,1047
